tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	5795	0	live	PTPRJ	CD148, DEP1, HPTPeta, R-PTP-ETA, SCC1	protein tyrosine phosphatase receptor type J	receptor-type tyrosine-protein phosphatase eta|CD148 antigen|DEP-1|HPTP eta|R-PTP-J|density-enhanced phosphatase 1|human density enhanced phosphatase-1|protein tyrosine phosphatase, receptor type, J polypeptide|protein-tyrosine phosphatase eta|susceptibility to colon cancer 1, mouse, homolog of	11p11.2	11	NC_000011.10	47980504	48170842	plus	27	600925	
9606	Homo sapiens	56288	0	live	PARD3	ASIP, Baz, PAR3, PAR3alpha, PARD-3A, PPP1R118, SE2-5L16, SE2-5LT1, SE2-5T2, PARD3	par-3 family cell polarity regulator	partitioning defective 3 homolog|CTCL tumor antigen se2-5|PAR3-alpha|atypical PKC isotype-specific interacting protein|bazooka|par-3 family cell polarity regulator alpha|par-3 partitioning defective 3 homolog|protein phosphatase 1, regulatory subunit 118	10p11.22-p11.21	10	NC_000010.11	34109560	34815325	minus	26	606745	
9606	Homo sapiens	59350	0	live	RXFP1	LGR7, RXFPR1	relaxin family peptide receptor 1	relaxin receptor 1|leucine-rich repeat-containing G protein-coupled receptor 7|relaxin/insulin like family peptide receptor 1	4q32.1	4	NC_000004.12	158521711	158653372	plus	23	606654	
9606	Homo sapiens	6916	0	live	TBXAS1	BDPLT14, CYP5, CYP5A1, GHOSAL, THAS, TS, TXAS, TXS	thromboxane A synthase 1	thromboxane-A synthase|TXA synthase|cytochrome P450 5A1|cytochrome P450, family 5, subfamily A, polypeptide 1|platelet, cytochrome P450, subfamily V|thromboxane A synthase 1 (platelet)	7q34	7	NC_000007.14	139778248	140020325	plus	23	274180	
9606	Homo sapiens	2887	0	live	GRB10	GRB-IR, Grb-10, IRBP, MEG1, RSS	growth factor receptor bound protein 10	growth factor receptor-bound protein 10|GRB10 adapter protein|GRB10 adaptor protein|insulin receptor-binding protein Grb-IR|maternally expressed gene 1	7p12.1	7	NC_000007.14	50590063	50793462	minus	33	601523	
9606	Homo sapiens	9844	0	live	ELMO1	CED-12, CED12, ELMO-1	engulfment and cell motility 1	engulfment and cell motility protein 1|ced-12 homolog 1	7p14.2-p14.1	7	NC_000007.14	36852906	37449326	minus	29	606420	
9606	Homo sapiens	7157	0	live	TP53	BCC7, BMFS5, LFS1, P53, TRP53	tumor protein p53	cellular tumor antigen p53|antigen NY-CO-13|mutant tumor protein 53|p53 tumor suppressor|phosphoprotein p53|transformation-related protein 53|tumor protein 53|tumor supressor p53	17p13.1	17	NC_000017.11	7668402	7687550	minus	12	191170	
9606	Homo sapiens	9863	0	live	MAGI2	ACVRIP1, AIP-1, AIP1, ARIP1, MAGI-2, NPHS15, SSCAM	membrane associated guanylate kinase, WW and PDZ domain containing 2	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2|activin receptor interacting protein 1|atrophin-1-interacting protein 1|atrophin-1-interacting protein A|membrane-associated guanylate kinase inverted 2	7q21.11	7	NC_000007.14	78017055	79453574	minus	29	606382	
9606	Homo sapiens	2952	0	live	GSTT1		glutathione S-transferase theta 1	glutathione S-transferase theta-1|GST class-theta-1|glutathione transferase T1-1	22q11.23	22						600436	
9606	Homo sapiens	6014	0	live	RIT2	RIBA, RIN, ROC2	Ras like without CAAX 2	GTP-binding protein Rit2|GTP-binding protein Roc2|Ric-like, expressed in neurons|ras-like protein expressed in neurons|ras-like without CAAX protein 2	18q12.3	18	NC_000018.10	42743218	43115692	minus	6	609592	
9606	Homo sapiens	340419	0	live	RSPO2	CRISTIN2, HHRRD, TETAMS2	R-spondin 2	R-spondin-2|R-spondin 2 homolog|roof plate-specific spondin-2	8q23.1	8	NC_000008.11	107899316	108083685	minus	7	610575	
9606	Homo sapiens	5836	0	live	PYGL	GSD6	glycogen phosphorylase L	glycogen phosphorylase, liver form|phosphorylase, glycogen, liver	14q22.1	14	NC_000014.9	50905217	50944530	minus	20	613741	
9606	Homo sapiens	4524	0	live	MTHFR		methylenetetrahydrofolate reductase	methylenetetrahydrofolate reductase|5,10-methylenetetrahydrofolate reductase (NADPH)|methylenetetrahydrofolate reductase (NAD(P)H)	1p36.22	1	NC_000001.11	11785730	11806103	minus	13	607093	
9606	Homo sapiens	23704	0	live	KCNE4	MIRP3	potassium voltage-gated channel subfamily E regulatory subunit 4	potassium voltage-gated channel subfamily E member 4|MINK-related peptide 3|cardiac voltage-gated potassium channel accessory subunit 4|minimum potassium ion channel-related peptide 3|potassium channel subunit beta MiRP3|potassium channel, voltage gated subfamily E regulatory beta subunit 4|potassium voltage-gated channel, Isk-related family, member 4	2q36.1	2	NC_000002.12	223051930	223055637	plus	2	607775	
9606	Homo sapiens	10242	0	live	KCNMB2		potassium calcium-activated channel subfamily M regulatory beta subunit 2	calcium-activated potassium channel subunit beta-2|BK channel beta subunit 2|BK channel subunit beta-2|MaxiK channel beta 2 subunit|MaxiK channel beta-subunit 2|big potassium channel beta subunit 2|charybdotoxin receptor subunit beta-2|hCG1646471|hbeta2|k(VCA)beta-2|large conductance calcium-activated potassium channel beta 2 subunit|large-conductance Ca2+-activated K+ channel beta2 subunit|potassium channel subfamily M regulatory beta subunit 2|potassium large conductance calcium-activated channel, subfamily M, beta member 2|slo-beta-2	3q26.32	3	NC_000003.12	178536298	178844429	plus	7	605214	
9606	Homo sapiens	28232	0	live	SLCO3A1	OATP-D, OATP-RP3, OATP3A1, OATPD, OATPRP3, SLC21A11	solute carrier organic anion transporter family member 3A1	solute carrier organic anion transporter family member 3A1|PGE1 transporter|organic anion transporter polypeptide-related protein 3|organic anion-transporting polypeptide D|sodium-independent organic anion transporter D|solute carrier family 21 (organic anion transporter), member 11|solute carrier family 21 member 11	15q26.1	15	NC_000015.10	91853708	92172435	plus	15	612435	
9606	Homo sapiens	1607	0	live	DGKB	DAGK2, DGK, DGK-BETA	diacylglycerol kinase beta	diacylglycerol kinase beta|90 kDa diacylglycerol kinase|DAG kinase beta|diacylglycerol kinase, beta 90kDa|diglyceride kinase beta	7p21.2	7	NC_000007.14	14145049	14974777	minus	32	604070	
9606	Homo sapiens	5243	0	live	ABCB1	ABC20, CD243, CLCS, GP170, MDR1, P-GP, PGY1	ATP binding cassette subfamily B member 1	multidrug resistance protein 1|ATP-binding cassette, sub-family B (MDR/TAP), member 1|P glycoprotein|P-glycoprotein 1|colchicin sensitivity|doxorubicin resistance	7q21.12	7	NC_000007.14	87503863	87713323	minus	32	171050	
9606	Homo sapiens	3845	0	live	KRAS	C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, K-Ras, KI-RAS1, KRAS2, NS, NS3, RALD, RASK2, c-Ki-ras2, KRAS	KRAS proto-oncogene, GTPase	GTPase KRas|K-Ras 2|K-ras p21 protein|Kirsten rat sarcoma viral oncogene homolog|Kirsten rat sarcoma viral proto-oncogene|PR310 c-K-ras oncogene|c-Ki-ras|c-Kirsten-ras protein|cellular c-Ki-ras2 proto-oncogene|cellular transforming proto-oncogene|oncogene KRAS2|transforming protein p21|v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog	12p12.1	12	NC_000012.12	25204789	25251003	minus	6	190070	
9606	Homo sapiens	25924	0	live	MYRIP	SLAC2-C, SLAC2C	myosin VIIA and Rab interacting protein	rab effector MyRIP|Slp homologue lacking C2 domains|exophilin-8|myosin-VIIa- and Rab-interacting protein|slp homolog lacking C2 domains c|synaptotagmin-like protein homologue lacking C2 domains-c|synaptotagmin-like protein lacking C2 domains C	3p22.1	3	NC_000003.12	39808914	40260321	plus	20	611790	
9606	Homo sapiens	3891	0	live	KRT85	ECTD4, HB5, Hb-5, K85, KRTHB5, hHb5	keratin 85	keratin, type II cuticular Hb5|hair keratin K2.12|hard keratin, type II, 5|keratin 85, type II|keratin, hair, basic, 5|type II hair keratin Hb5|type-II keratin Kb25	12q13.13	12	NC_000012.12	52360006	52367525	minus	10	602767	
9606	Homo sapiens	4609	0	live	MYC	MRTLC, bHLHe39, c-Myc, MYC	MYC proto-oncogene, bHLH transcription factor	myc proto-oncogene protein|avian myelocytomatosis viral oncogene homolog|class E basic helix-loop-helix protein 39|myc-related translation/localization regulatory factor|proto-oncogene c-Myc|transcription factor p64|v-myc avian myelocytomatosis viral oncogene homolog|v-myc myelocytomatosis viral oncogene homolog	8q24.21	8	NC_000008.11	127735434	127742951	plus	3	190080	
9606	Homo sapiens	596	0	live	BCL2	Bcl-2, PPP1R50	BCL2 apoptosis regulator	apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50	18q21.33	18	NC_000018.10	63123346	63320280	minus	6	151430	
9606	Homo sapiens	26059	0	live	ERC2	CAST, CAST1, ELKSL, SPBC110, Spc110	ELKS/RAB6-interacting/CAST family member 2	ERC protein 2|CAZ-associated structural protein|cytomatrix protein p110	3p14.3	3	NC_000003.12	55508311	56468473	minus	23	617250	
9606	Homo sapiens	51390	0	live	AIG1	AIG-1, dJ95L4.1	androgen induced 1	androgen-induced gene 1 protein	6q24.2	6	NC_000006.12	143059363	143343594	plus	12	608514	
9606	Homo sapiens	64106	0	live	NPFFR1	GPR147, NPFF1, NPFF1R1, OT7T022	neuropeptide FF receptor 1	neuropeptide FF receptor 1|G-protein coupled receptor 147|RFamide-related peptide receptor OT7T022|neuropeptide FF 1	10q22.1	10	NC_000010.11	70254957	70283694	minus	4	607448	
9606	Homo sapiens	256435	0	live	ST6GALNAC3	PRO7177, SIAT7C, ST6GALNACIII, STY	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3|GalNAc alpha-2,6-sialyltransferase III|ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltran|ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3|ST6 GalNAc alpha-2,6-sialyltransferase 3|alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase III|sialyltransferase 7 ((alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialyltransferase) C|sialyltransferase 7C	1p31.1	1	NC_000001.11	76074684	76637316	plus	12	610133	
9606	Homo sapiens	7773	0	live	ZNF230	FDZF2	zinc finger protein 230	zinc finger protein 230|zinc finger protein FDZF2	19q13.31	19	NC_000019.10	44002925	44013920	plus	5		
9606	Homo sapiens	55174	0	live	INTS10	C8orf35, INT10	integrator complex subunit 10	integrator complex subunit 10	8p21.3	8	NC_000008.11	19817149	19852083	plus	23	611353	
9606	Homo sapiens	4851	0	live	NOTCH1	AOS5, AOVD1, TAN1, hN1	notch receptor 1	neurogenic locus notch homolog protein 1|Notch homolog 1, translocation-associated|notch 1|translocation-associated notch protein TAN-1	9q34.3	9	NC_000009.12	136494433	136545786	minus	34	190198	
9606	Homo sapiens	79568	0	live	MAIP1	C2orf47	matrix AAA peptidase interacting protein 1	m-AAA protease-interacting protein 1, mitochondrial	2q33.1	2	NC_000002.12	199955317	199964125	plus	7	617267	
9606	Homo sapiens	338596	0	live	ST8SIA6	SIA8F, SIAT8-F, SIAT8F, ST8SIA-VI, ST8SiaVI	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	alpha-2,8-sialyltransferase 8F|ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 6|sialyltransferase 8F (alpha-2, 8-sialyltransferase)|sialyltransferase St8Sia VI	10p12.33	10	NC_000010.11	17315414	17455966	minus	12	610139	
9606	Homo sapiens	2322	0	live	FLT3	CD135, FLK-2, FLK2, STK1	fms related tyrosine kinase 3	receptor-type tyrosine-protein kinase FLT3|CD135 antigen|FL cytokine receptor|fetal liver kinase 2|fms-like tyrosine kinase 3|growth factor receptor tyrosine kinase type III|stem cell tyrosine kinase 1	13q12.2	13	NC_000013.11	28003274	28100592	minus	27	136351	
9606	Homo sapiens	25	0	live	ABL1	ABL, CHDSKM, JTK7, bcr/abl, c-ABL, c-ABL1, p150, v-abl	ABL proto-oncogene 1, non-receptor tyrosine kinase	tyrosine-protein kinase ABL1|ABL protooncogene 1 nonreceptor tyrosine kinase|Abelson tyrosine-protein kinase 1|bcr/c-abl oncogene protein|c-abl oncogene 1, receptor tyrosine kinase|proto-oncogene c-Abl|proto-oncogene tyrosine-protein kinase ABL1|truncated ABL protooncogene 1 nonreceptor tyrosine kinase|v-abl Abelson murine leukemia viral oncogene homolog 1	9q34.12	9	NC_000009.12	130713881	130887675	plus	12	189980	
9606	Homo sapiens	861	0	live	RUNX1	AML1, AML1-EVI-1, AMLCR1, CBF2alpha, CBFA2, EVI-1, PEBP2aB, PEBP2alpha	RUNX family transcription factor 1	runt-related transcription factor 1|AML1-EVI-1 fusion protein|PEA2-alpha B|PEBP2-alpha B|SL3-3 enhancer factor 1 alpha B subunit|SL3/AKV core-binding factor alpha B subunit|acute myeloid leukemia 1 protein|core-binding factor, runt domain, alpha subunit 2|oncogene AML-1|polyomavirus enhancer-binding protein 2 alpha B subunit|runt related transcription factor 1	21q22.12	21	NC_000021.9	34787801	35049334	minus	13	151385	
9606	Homo sapiens	3717	0	live	JAK2	JTK10, THCYT3	Janus kinase 2	tyrosine-protein kinase JAK2|JAK-2|Janus kinase 2 (a protein tyrosine kinase)	9p24.1	9	NC_000009.12	4985086	5128183	plus	26	147796	
9606	Homo sapiens	7298	0	live	TYMS	HST422, TMS, TS	thymidylate synthetase	thymidylate synthase|TSase	18p11.32	18	NC_000018.10	657584	673578	plus	8	188350	
9606	Homo sapiens	4297	0	live	KMT2A	ALL-1, CXXC7, HRX, HTRX1, MLL, MLL1, MLL1A, TRX1, WDSTS	lysine methyltransferase 2A	histone-lysine N-methyltransferase 2A|CXXC-type zinc finger protein 7|lysine (K)-specific methyltransferase 2A|lysine N-methyltransferase 2A|mixed lineage leukemia 1|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)|trithorax-like protein|zinc finger protein HRX	11q23.3	11	NC_000011.10	118436490	118526832	plus	37	159555	
9606	Homo sapiens	7172	0	live	TPMT	TPMTD	thiopurine S-methyltransferase	thiopurine S-methyltransferase|S-adenosyl-L-methionine:thiopurine S-methyltransferase	6p22.3	6	NC_000006.12	18128311	18155169	minus	10	187680	
9606	Homo sapiens	148823	0	live	GCSAML	C1orf150	germinal center associated signaling and motility like	germinal center-associated signaling and motility-like protein	1q44	1	NC_000001.11	247507058	247577690	plus	10		
9606	Homo sapiens	643246	0	live	MAP1LC3B2	ATG8G	microtubule associated protein 1 light chain 3 beta 2	microtubule-associated proteins 1A/1B light chain 3 beta 2|Microtubule-associated proteins 1A/1B light chain 3B-like protein	12q24.22	12	NC_000012.12	116559381	116576597	plus	2		
9606	Homo sapiens	81472	0	live	OR2C3	OR2C4, OR2C5P, OST742	olfactory receptor family 2 subfamily C member 3	olfactory receptor 2C3|olfactory receptor 2C4|olfactory receptor 2C5|olfactory receptor OR1-30|olfactory receptor, family 2, subfamily C, member 4|olfactory receptor, family 2, subfamily C, member 5 pseudogene	1q44	1	NC_000001.11	247530132	247533839	minus	2		
9606	Homo sapiens	5728	0	live	PTEN	10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC11, PTENbeta, TEP1, PTEN	phosphatase and tensin homolog	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN|MMAC1 phosphatase and tensin homolog deleted on chromosome 10|mitochondrial PTENalpha|mitochondrial phosphatase and tensin protein alpha|mutated in multiple advanced cancers 1|phosphatase and tensin-like protein|phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN|protein tyrosine phosphatase	10q23.31	10	NC_000010.11	87863438	87971930	plus	10	601728	
9606	Homo sapiens	92255	0	live	LMBRD2		LMBR1 domain containing 2	LMBR1 domain-containing protein 2	5p13.2	5	NC_000005.10	36098550	36151961	minus	19		
9606	Homo sapiens	2944	0	live	GSTM1	GST1-1, GSTM1a-1a, GSTM1b-1b, GTH4, GTM1, H-B, MU, MU-1, GSTM1	glutathione S-transferase mu 1	glutathione S-transferase Mu 1|GST HB subunit 4|GST class-mu 1|HB subunit 4|S-(hydroxyalkyl)glutathione lyase|glutathione S-alkyltransferase|glutathione S-aralkyltransferase|glutathione S-aryltransferase|glutathione S-transferase M1	1p13.3	1	NC_000001.11	109687796	109693745	plus	8	138350	
9606	Homo sapiens	101929231	0	live	LOC101929231		uncharacterized LOC101929231		2q23.2-q23.3	2	NC_000002.12	149587358	149848234	plus	3		
9606	Homo sapiens	148824	0	live	GCSAML-AS1		GCSAML antisense RNA 1		1q44	1	NC_000001.11	247524679	247530804	minus	4		
9606	Homo sapiens	2120	0	live	ETV6	TEL, TEL/ABL, THC5	ETS variant 6	transcription factor ETV6|ETS translocation variant 6|ETS-related protein Tel1|TEL1 oncogene|ets variant gene 6 (TEL oncogene)	12p13.2	12	NC_000012.12	11649601	11895402	plus	14	600618	
9606	Homo sapiens	5079	0	live	PAX5	ALL3, BSAP	paired box 5	paired box protein Pax-5|B-cell lineage specific activator|paired box homeotic gene 5|paired domain gene 5|transcription factor PAX 5	9p13.2	9	NC_000009.12	36833275	37034479	minus	11	167414	
9606	Homo sapiens	102723724	0	live	LOC102723724		uncharacterized LOC102723724		6q24.1	6	NC_000006.12	140807271	140898421	minus	5		
9606	Homo sapiens	207	0	live	AKT1	AKT, CWS6, PKB, PKB-ALPHA, PRKBA, RAC, RAC-ALPHA	AKT serine/threonine kinase 1	RAC-alpha serine/threonine-protein kinase|AKT1m|PKB alpha|RAC-PK-alpha|protein kinase B alpha|proto-oncogene c-Akt|rac protein kinase alpha|serine-threonine protein kinase|v-akt murine thymoma viral oncogene homolog 1|v-akt murine thymoma viral oncogene-like protein 1	14q32.33	14	NC_000014.9	104769349	104795743	minus	15	164730	
9606	Homo sapiens	1030	0	live	CDKN2B	CDK4I, INK4B, MTS2, P15, TP15, p15INK4b	cyclin dependent kinase inhibitor 2B	cyclin-dependent kinase 4 inhibitor B|CDK inhibitory protein|CDK4B inhibitor|MTS-2|cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)|cyclin-dependent kinases 4 and 6 binding protein|multiple tumor suppressor 2|p14-INK4b|p14_CDK inhibitor|p14_INK4B|p15 CDK inhibitor|p15-INK4b|p15_INK4B	9p21.3	9	NC_000009.12	22002903	22009313	minus	2	600431	
9606	Homo sapiens	2950	0	live	GSTP1	DFN7, FAEES3, GST3, GSTP, HEL-S-22, PI	glutathione S-transferase pi 1	glutathione S-transferase P|GST class-pi|GSTP1-1|deafness, X-linked 7|epididymis secretory protein Li 22|fatty acid ethyl ester synthase III	11q13.2	11	NC_000011.10	67583595	67586653	plus	7	134660	
9606	Homo sapiens	4893	0	live	NRAS	ALPS4, CMNS, N-ras, NCMS1, NS6, NRAS	NRAS proto-oncogene, GTPase	GTPase NRas|N-ras protein part 4|neuroblastoma RAS viral (v-ras) oncogene homolog|neuroblastoma RAS viral oncogene homolog|transforming protein N-Ras|v-ras neuroblastoma RAS viral oncogene homolog	1p13.2	1	NC_000001.11	114704464	114716894	minus	7	164790	
9606	Homo sapiens	6929	0	live	TCF3	AGM8, E2A, E47, ITF1, TCF-3, VDIR, bHLHb21, p75	transcription factor 3	transcription factor E2-alpha|NOL1-TCF3 fusion|VDR interacting repressor|class B basic helix-loop-helix protein 21|helix-loop-helix protein HE47|immunoglobulin transcription factor 1|kappa-E2-binding factor|negative vitamin D response element-binding protein|transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)|transcription factor 3 variant 3|transcription factor ITF-1|vitamin D receptor-interacting repressor	19p13.3	19	NC_000019.10	1609284	1652546	minus	21	147141	
9606	Homo sapiens	64109	0	live	CRLF2	CRL2Y, TSLPR, CRLF2	cytokine receptor like factor 2	cytokine receptor-like factor 2|IL-XR|TSLP receptor|cytokine receptor CRL2 precusor|thymic stromal lymphopoietin protein receptor|thymic stromal-derived lymphopoietin receptor	Xp22.33 and Yp11.2	X	NC_000023.11	1190437	1212762	minus	9	300357,400023	
9606	Homo sapiens	64109	0	live	CRLF2	CRL2Y, TSLPR, CRLF2	cytokine receptor like factor 2	cytokine receptor-like factor 2|IL-XR|TSLP receptor|cytokine receptor CRL2 precusor|thymic stromal lymphopoietin protein receptor|thymic stromal-derived lymphopoietin receptor	Xp22.33 and Yp11.2	Y	NC_000024.10	1190437	1212762	minus	9	300357,400023	
